,contacts,lat,lon
481,"tpgruz-klc@utu.customs.ru
 (343) 359-64-96
 (343) 359-64-96
 http://utu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=211",56.750428,60.788923
482,"tppass-klc@utu.customs.ru
 (343) 359-64-20
 http://utu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=211",56.750951,60.807707
483,"klc_mmpo@utu.customs.ru
 (343) 359-64-99
 http://utu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=211",56.750428,60.788923
484,"STU_ODO@STU.customs.ru
 (383) 319-90-29
 (383) 319-91-28, (383) 228-14-15
 Приемная начальника: (383) 319-91-28; (383) 228-14-15; Телефон доверия: (383) 228-12-49; Приемная начальника: 391-90-28; Дежурная служба: 319-90-27
 http://stu.customs.ru/",55.05727,82.90293
485,"E-mail: stusttp@gmail.ru
 (3952) 29-17-82
 (3952) 26-89-48
 http://stu.customs.ru/",52.282509,104.310736
486,"svc_bur@stu.customs.ru
 (3012) 28-90-29
 (3012) 28-90-27
 Автоинформатор: (3012) 28-90-15; Телефон доверия: (3012) 33-00-00
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",51.806155,107.607769
487,"(30147) 9-30-32
 (30147) 9-31-30
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",51.675784,100.996357
488,"(3012) 22-80-89
 (3012) 22-80-83, (3012) 22-80-85, (3012) 22-80-86
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",51.821139,107.735015
489,"(30142) 9-48-91
 (30142) 9-46-69
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",50.388398,106.100126
490,"(30142) 9-47-63, (30142) 9-22-71
 (30142) 5-85-88
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",50.388398,106.100126
491,"(30142) 4-58-02, (30142) 4-57-47
 (30142) 4-58-00, (30142) 4-58-02
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",50.336474,106.461366
492,"(30130) 2-32-78
 http://stu.customs.ru/index.php?option=com_content&view=section&id=18&Itemid=120",55.63035,109.337232
493,"tvn@stu.customs.ru
 (39422) 2-22-09
 (39422) 2-21-24
 Телефон доверия: (38422) 9-57-96
 http://stu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=131",51.701719,94.386679
494,"(39444) 2-13-08
 http://stu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=131",50.732204,92.07791
495,"(39422) 3-60-03
 http://stu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=131",50.30124,96.057644
496,"(39422) 9-57-12
 http://stu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=131",50.653461,94.404411
497,"(39422) 9-57-30 
 http://stu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=131",51.701719,94.386679
498,"hak_odo@stu.customs.ru
 752-229
 (3902) 35-81-19 
 Телефон доверия: (3902) 35-81-12; Пресс-секретарь: (3902) 29-96-78
 http://stu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=132",53.736643,91.433988
499,"xtcustom@yandex.ru
 (39042) 2-05-00
 (39042) 2-05-00
 http://stu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=132",53.101145,91.419813
500,"xtcustom@yandex.ru
 (3902) 35-81-09
 http://stu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=132",53.736643,91.433988
501,"(3852) 24-67-22
 (3852) 39-90-27
 Телефон доверия: (3852) 24-25-17, Должностное лицо по связям с общественностью: (3852) 39-90-78
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",53.362102,83.773263
502,"(3852) 55-41-01
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",53.361307,83.54757
503,"(3852) 77-42-68
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",53.378037,83.751039
504,"(3854) 32-89-37
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",52.549511,85.234014
505,"(38586) 3-10-95
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",50.986419,81.488452
506,"(38595) 4-48-25
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",53.700143,84.92255
507,"(38566) 2-19-46
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",52.563812,78.912461
508,"(983) 609-44-03
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",49.716756,89.192485
509,"(38822) 6-41-32
 http://stu.customs.ru/index.php?option=com_content&view=section&id=16&Itemid=119",51.971577,85.888086
510,"stu_krs_odo@stu.customs.ru
 (391) 256-60-29
 (391) 256-60-27, (391) 256-60-28
 Телефон доверия: (391) 224-86-88; Информирование и консультирование по вопросам таможенного дела (автоинформатор): (391) 256-60-00
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",56.049832,92.965454
511,"(391) 256-61-89
 (391) 256-61-81
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",56.188488,92.472737
512,"(39151) 4-24-86
 (39151) 7-09-84
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",56.252687,90.473689
513,"(39169) 3-30-82
 (39169) 3-60-96
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",56.112272,94.594378
514,"(39161) 9-00-08
 (39161) 9-00-10
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",56.237872,95.69856
515,"(391) 256-60-55
 (391) 256-60-54
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",56.024617,93.068904
516,"(39145) 4-34-35
 (39145) 4-34-36
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",58.243041,92.481927
517,"(3919) 34-66-69
 (3919) 34-66-69
 http://stu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=126",69.347996,88.225925
518,"irk_odo@stu.customs.ru
 (3952) 26-15-29, вед. 747-229
 (3952) 26-15-28
 Телефон доверия: (3952) 51-28-92
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",52.26531,104.31547
519,"(3952) 26-63-08
 (3952) 26-62-05
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",52.272745,104.355867
520,"(3955) 67-37-77
 (3955) 67-63-32
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",52.508909,103.845319
521,"(3952) 55-38-79
 (3952) 55-38-91
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",52.371991,104.162676
522,"(39557) 7-08-64
 (39557) 7-09-04
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",54.906176,99.04235
523,"(39553) 7-18-61
 (39553) 7-15-60
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",54.103114,102.147368
524,"(39543) 6-41-47
 (39543) 6-41-53
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",52.759133,103.649028
525,"(3953) 49-58-10
 (3953) 49-58-21
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",56.157167,101.606241
526,"(39565) 5-02-23
 (39565) 5-03-01
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",56.780857,105.753304
527,"(39535) 5-33-67
 (39535) 5-77-62
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",57.985982,102.657872
528,"(3952) 51-29-70
 (3952) 51-28-89
 http://stu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=124",52.26531,104.31547
529,"svc-kem-odo@stu.customs.ru
 (3842) 36-28-69
 (3842) 75-27-43, (3842) 75-25-66
 Телефон доверия: (3842) 36-27-36
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",55.340148,86.078179
530,"(38452) 2-32-97
 (38452) 2-32-97, (38452) 2-43-82
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",54.407654,86.307761
531,"(38456) 2-08-78
 (38456) 2-08-59, (38456) 2-02-04
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",54.699228,86.201733
532,"(38475) 2-24-27
 (38475) 2-70-83, (38475) 2-57-53
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",53.687502,88.079912
533,"(3843) 72-16-70
 (3843) 72-15-91, (3843) 72-16-74
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",53.756754,87.094784
534,"(38466) 1-46-59
 (38466) 1-45-22, (38466) 1-45-84
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",53.879726,86.753092
535,"(3842) 39-02-54
 (3842) 39-02-50, (3842) 39-02-51, (3842) 39-04-62
 http://stu.customs.ru/index.php?option=com_content&view=section&id=23&Itemid=125",55.283451,86.115117
536,"stu_odo@stu.customs.ru
 (383) 278-76-29
 (383) 279-46-38
 Для обращения граждан: (383) 279-46-38; Телефон доверия: (383) 278-20-88; Специалист по связям с общественностью: (383) 278-76-78
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",55.057533,82.961168
537,"(383) 347-00-10
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",54.850179,83.110917
538,"(38355) 3-43-32
 (38355) 3-43-32
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",53.721237,78.059511
539,"(383) 319-62-40
 (383) 319-62-40
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",54.964168,82.828388
540,"(383) 328-12-72
 (383) 319-03-62
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",55.133529,83.056354
541,"(383) 279-26-96
 (383) 278-76-15
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",55.057533,82.961168
542,"(383) 328-19-91
 http://stu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=127",55.013694,82.657124
543,"OMS_ODO@STU.CUSTOMS.RU
 (3812) 30-62-00
 (3812) 31-52-34
 Телефон доверия: (3812) 30-62-13, Информирование и консультирование по вопросам таможенного дела: (3812) 51-48-62, (3812) 51-48-85, (3812) 51-48-16, Подразделение по связям с общественностью: (3812) 51-48-78
 http://stu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=128",54.981407,73.38563
544,"OMS_ODO@STU.CUSTOMS.RU
 (3812) 76-44-54
 (3812) 76-44-54
 http://stu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=128",54.957185,73.315328
545,"OMS_ODO@STU.CUSTOMS.RU
 (3812) 90-24-55
 (3812) 90-24-54
 http://stu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=128",54.952884,73.480771
546,"OMS_ODO@STU.CUSTOMS.RU
 (3812) 51-48-29
 (3812) 51-48-29
 http://stu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=128",54.9826,73.38546
547,"tms_odo@stu.customs.ru
 (3822) 27-85-29
 (3822) 27-85-28
 Телефон доверия: (3822) 55-85-74, Информирование и консультирование по вопросам таможенного дела: (3822) 27-85-44, (3822) 27-85-12, Должностное лицо по связям с общественностью: (3822) 27-85-78
 http://stu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=130",56.461074,84.957189
548,"(38241) 2-18-24
 (38241) 2-22-74
 http://stu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=130",56.998975,86.134539
549,"(38242) 6-44-63
 (3822) 27-85-94
 http://stu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=130",56.461074,84.957189
550,"(3822) 48-86-00
 (3822) 48-86-00
 http://stu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=130",56.47868,85.048125
551,"(3022) 35-02-65
 (3022) 26-25-73
 Телефон доверия: (3022) 35-48-16; Информирование и консультирование по вопросам таможенного дела: (3022) 35-57-86
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",52.037818,113.500187
552,"(30255) 3-19-94
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",51.280709,114.92628
553,http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133,49.571266,112.541478
554,"(30236) 2-20-61
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",51.252633,108.820584
555,http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133,52.033973,113.499432
556,http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133,49.650584,117.32904
557,"(30233) 3-15-36
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",50.38938,116.519371
558,"(30243) 2-26-13
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",50.373107,119.097526
559,http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133,49.89655,115.701859
560,"(30248) 4-12-28
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",51.352478,119.899839
561,"(30251) 3-21-55
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",50.198054,119.326687
562,"(30251) 2-20-02
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",49.636736,117.336272
563,"(30251) 2-93-32
 http://stu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=133",49.650584,117.32904
564,"sot_odo@stu.customs.ru
 (383) 359-98-29
 (383) 359-98-27
 Телефон доверия: (383) 359-98-98
 http://stu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=129",54.990256,82.893058
565,"dvtu_odo@.ca.customs.ru
 (423) 230-82-29
 (423) 230-82-27
 Телефон доверия: (423) 230-83-00; Пресс-служба: (423) 230-82-78
 http://dvtu.customs.ru",43.125578,131.907341
566,"vld_customs@dvtu.customs.ru
 (423) 222-86-92
 (423) 249-80-07
 Телефон доверия: (423) 222-83-36
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",43.111363,131.878819
567,"vld_av@dvtu.customs.ru
 (42337) 4-34-34
 (42337) 4-34-34
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",43.352411,132.165903
568,"vld_ptp@dvtu.customs.ru
 (423) 227-97-71
 (423) 227-97-71
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",43.101556,131.890524
569,"vld_mpv@dvtu.customs.ru
 (423) 249-81-31
 (423) 249-81-34
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",43.097027,131.865443
570,"vld_vpp@dvtu.customs.ru
 (423) 249-80-75
 (423) 249-80-73
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",43.350116,132.159633
571,"vld_ced@dvtu.customs.ru
 (423) 249-81-77
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",43.097027,131.865443
572,"(42331) 5-02-46
 (42331) 5-02-46
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",42.641392,131.078923
573,"(42331) 4-60-99
 (42331) 4-71-46
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=24&Itemid=114",42.864994,131.385581
574,"khab_odo@dvtu.customs.ru
 (4212) 41-14-06
 (4212) 41-14-00
 Телефон доверия: (4212) 32-39-10, Подразделение по связям с общественностью (4212) 41-14-38, Автоинформатор (4212) 41-14-95
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",48.492417,135.091132
575,"khab-air_oto@regions.customs.ru
 (4212) 26-38-57
 (4212) 47-41-60
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",48.480223,135.071917
576,"(42155) 2-25-84
 (42155) 2-25-84
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",46.7169,134.025191
577,"(4212) 32-27-01
 (4212) 41-14-51
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",48.533397,135.177837
578,"(4212) 32-40-97
 (4212) 41-72-93
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",48.492417,135.091132
579,"(4217) 52-42-29
 (4217) 52-42-21
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",50.550621,137.011649
580,"(42135) 2-31-24
 (42135) 2-58-38
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",53.140504,140.732785
581,"(42151) 5-67-79
 (42151) 5-64-42
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",51.472795,140.772365
582,"custvan.svg@gmail.com
 (42138) 4-02-32
 (42138) 4-02-33
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",48.973555,140.289458
583,"mpv@gmail.ru
 (42137) 5-03-32
 (42137) 5-03-29
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=31&Itemid=121",49.08901,140.267557
584,"blg_odo@dvtu.customs.ru
 (4162) 23-62-28
 (4162) 23-62-28
 Телефон доверия: (4162) 53-67-36
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=112",50.258459,127.559683
585,"(41637) 2-18-94
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=112",49.617444,128.679604
586,"(41656) 3-26-14
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=112",50.421048,127.403754
587,http://dvtu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=112,50.248281,127.563627
588,"(41147) 4-77-87
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=112",56.667161,124.725921
589,"(4112) 47-04-13
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=22&Itemid=112",62.052972,129.733741
590,"admcust2@mail.ru
 (4152) 21-89-25
 (4152) 21-89-10
 Телефон доверия: (4152) 25-19-11; Должностное лицо по связям с общественностью: (4152) 21-89-19
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=116",53.06753,158.623255
591,"apk_kam@dvtu.customs.ru
 (41531) 6-27-29
 (41531) 7-39-17
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=116",53.166526,158.424368
592,"mppk_kam@dvtu.customs.ru
 (4152) 43-47-02
 (4152) 43-47-01
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=116",53.0061,158.65714
593,"sktpkam@dvtu.customs.ru
 (42453) 2-17-82
 (42453) 4-22-68
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=26&Itemid=116",50.676327,156.124106
594,"mgd-ods@dvtu.customs.ru
 (4132) 60-73-62
 (4132) 60-73-62
 Должностное лицо по связям с общественностью: (4132) 63-85-59; Телефон доверия: (4132) 62-70-79
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=117",59.575688,150.807454
595,"mgd-airport@dvtu.customs.ru
 (4132) 60-30-34
 (4132) 60-38-67
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=117",59.915242,150.733289
596,"mgd-morport@dvtu.customs.ru
 (4132) 60-73-62
 (4132) 62-91-51
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=117",59.576012,150.808236
597,"mgd-andtp@dvtu.customs.ru
 (42722) 2-80-59
 (42722) 2-81-56
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=27&Itemid=117",64.73358,177.511619
598,"sakh@dvtu.customs.ru
 (4242) 22-70-01
 (4242) 49-12-28, (4242) 22-70-03
 Телефон доверия: (4242) 22-70-02, Должностное лицо по связям с общественностью: (4242) 49-12-78
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=119",46.945161,142.736451
599,"sakh_kors@dvtu.customs.ru
 (42435) 9-72-29 
 (42435) 9-72-28
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=119",46.622671,142.77056
600,"sakh_holm.customs.ru
 (42433) 5-39-24, (42433) 5-36-12             
 (42433) 5-39-24
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=119",47.041574,142.03863
601,"uktp.customs@mail.ru
 (42455) 2-19-16
 (42455) 2-19-16
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=119",44.024559,145.854719
602,"sakh_ustp@dvtu.customs.ru
 (4242) 49-12-55
 (4242) 49-13-47
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=29&Itemid=119",46.96354,142.738095
603,"bir_tam@dvtu.customs.ru
 (42622) 4-00-51
 (42622) 9-42-27
 Телефон доверия: (42622) 4-03-90
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=111",48.787041,132.93734
604,"(42663) 4-02-04
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=111",47.690353,131.07321
605,"(42622) 4-03-89
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=111",48.787041,132.93734
606,"dvot_postman@regions.eais.customs.ru
 (423) 265-87-30
 (423) 265-87-30
 Телефон доверия: (4232) 42-96-56
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=25&Itemid=115",43.125624,131.908131
607,"nakh_odo_@dvtu.customs.ru
 (4236) 74-73-75
 (4236) 79-02-27
 Пресс-секретарь: (4236) 79-03-33; Телефон доверия: (4236) 74-17-84
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=118",42.821729,132.890412
608,"NAKH_Olg@dvtu.customs.ru
 (42376) 9-13-49
 (42376) 9-13-49
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=118",43.731466,135.259198
609,"NAKH_PLast@dvtu.customs.ru
 (42374) 3-47-11
 (42374) 3-47-11
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=118",44.759797,136.282334
610,"NAKH_Vost@dvtu.customs.ru
 (4236) 66-35-79
 (4236) 66-53-28
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=118",42.729935,133.08549
611,"NAKH_Nakh@dvtu.customs.ru
 (4236) 79-04-77
 (4236) 79-04-77
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=28&Itemid=118",42.821762,132.891876
612,"svc_usr_od@dvtu.customs.ru
 (4234) 38-00-29
 (4234) 33-61-76
 Телефон доверия: (4234) 32-05-16; Специалист по связям с общественностью: (4234) 38-00-78
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",43.797969,131.954924
613,"usr_trr_p@regions.eais.customs.ru
 (42349) 9-78-25
 (42349) 9-78-25
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",45.235717,131.978371
614,"usr_lsz_p@region.eais.customs.ru
 (42355) 9-69-85
 (42355) 9-69-86
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",45.477955,133.418594
615,"usr_plt_p@dvtu.customs.ru
 (42344) 5-57-26
 (42344) 5-57-26
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",44.026199,131.329284
616,"usr_ars_p@dvtu.customs.ru
 (42361) 4-13-11
 (42361) 4-41-80
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",44.153172,133.260015
617,"usr_uss_p@dvtu.customs.ru
 (4234) 33-08-67
 (4234) 33-13-36
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",43.843004,131.93615
618,"usr_mpgr_p@dvtu.customs.ru
 (42345) 2-25-68
 (42345) 2-13-90
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",44.60049,131.434998
619,"usr_pgr_p@dvtu.customs.ru
 (42345) 2-21-88
 (42345) 2-21-67
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",44.406559,131.3734
620,"usr_grd_p@dvtu.customs.ru
 (42345) 2-14-77
 (42345) 2-39-97
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",44.407995,131.377371
621,"(42331) 2-87-34
 (42331) 2-87-19
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",42.423767,130.652062
622,"(42331) 3-03-36
 (42331) 3-03-36
 http://dvtu.customs.ru/index.php?option=com_content&view=section&id=30&Itemid=120",42.708275,130.783988
623,"(87922) 9-54-27
 (87922) 7-73-60
 Телефон доверия: (87922) 5-82-46, Информирование и консультирование по вопросам таможенного дела: (87922) 9-54-24, (87922) 5-48-22
 http://sktu.customs.ru/",44.181513,43.131045
624,"(8722) 98-22-29
 (8722) 98-22-28
 Телефон доверия: (8722) 78-01-88
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",42.971708,47.516441
625,"(87240) 4-40-62, (87240) 4-54-46
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",42.033444,48.323029
626,"(8722) 68-08-40, (8722) 98-20-42, (8722) 67-49-54
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",42.98306,47.504682
627,"(8722) 98-88-55
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",42.98306,47.504682
628,"(87240) 4-11-32
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",42.05716,48.306922
629,"(8722) 70-05-85
 (8722) 70-03-07
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",42.98306,47.504682
630,"(8722) 55-18-45
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",41.64687,48.385857
631,"(8722) 55-18-48
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=7&Itemid=22",41.81622,48.508558
632,"(87922) 9-52-06, (87922) 5-49-08
 (87922) 9-52-28
 Телефон доверия: (87922) 5-49-18, Автоинформатор: (87922) 6-06-45
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",44.181513,43.131045
633,"(8734) 44-44-49
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",43.307753,44.913644
634,"(8662) 42-20-76
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",43.490805,43.598609
635,"(87822) 2-82-29
 (87822) 2-82-27
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",44.205045,42.035217
636,"(87822) 5-96-03
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",44.181513,43.131045
637,"(8652) 94-40-55 
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",45.040044,41.916173
638,"(8712) 22-25-41
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",43.330683,45.706246
639,"(87822) 9-52-17
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=8&Itemid=23",44.181513,43.131045
640,"svs-odo-sot-01@sktu.customs.ru
 (8672) 74-79-24
 (8672) 59-52-04
 Телефон доверия: (8672) 51-65-21
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=9&Itemid=24",43.044465,44.66729
641,"(8672) 59-52-10
 (8672) 59-52-97
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=9&Itemid=24",43.075595,44.657831
642,"(8672) 50-08-80
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=9&Itemid=24",43.19376,44.533792
643,"(8672) 59-52-10
 (8672) 59-52-97
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=9&Itemid=24",42.76652,44.631214
644,"(8672) 59-52-13
 (8672) 59-52-13
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=9&Itemid=24",42.679973,44.021626
645,"mw_skot@mail.ru
 (87922) 7-79-50
 (87922) 7-79-50
 Телефон доверия: (97822) 7-72-37
 http://sktu.customs.ru/index.php?option=com_content&view=section&id=21&Itemid=21",44.2288,43.116367
